subscription_id,customer_id,subscription_start_date,return_date,follow_up_subscription_id,churned,csat_score,csat_classification,filed_complaint,total_damage_amount,excess_mileage_amount,pickup_fee_amount,damage_item_count,has_paid_scratch,has_paid_dent,has_paid_stonechip,has_paid_cleaning,has_paid_defect,has_paid_missing_part,scratch_amount,dent_amount,stonechip_amount,cleaning_amount,defect_amount,return_year
37122376464,121473720505,2025-06-02,2025-12-02,,1,-1,,0,1000,862.75,249,10,1,0,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,2025
5808058905,94559001,2021-08-18,2022-02-28,7751488404,0,-1,,0,500,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
16903959717,179356383368,2024-01-30,2025-07-30,39886961836,0,1,Detractor,1,4170,0,0,10,1,0,0,0,0,0,2350.0,0.0,0.0,0.0,0.0,2025
8879833249,217786503,2022-06-02,2023-06-06,,1,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
8751859214,210192751,2022-05-13,2023-09-13,,1,1,Detractor,0,1150,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
22813314898,62056309855,2024-10-09,2025-10-01,42882735383,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
5019494913,59438901,2021-05-27,2022-06-09,8555605796,0,-1,,0,430,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
9054824837,55048001,2022-06-14,2023-06-13,13341209235,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
7990859321,183277351,2022-03-29,2023-03-29,,1,-1,,0,1374.98,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
33789985126,101079144352,2025-03-13,2025-07-29,,1,-1,,0,220,0,249,4,1,0,0,0,0,0,220.0,0.0,0.0,0.0,0.0,2025
7935096421,112706053,2022-02-25,2022-11-25,10478282926,0,-1,,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
8148097073,189150201,2022-04-21,2024-04-26,,1,1,Detractor,1,550,0,199,5,1,0,0,0,1,0,50.0,0.0,0.0,0.0,500.0,2024
19124552513,183241051,2024-05-21,2025-05-21,34008232312,0,-1,,1,1470,837.2,0,2,0,1,0,0,0,1,0.0,1000.0,0.0,0.0,0.0,2025
21525309763,48968595363,2024-08-26,2025-09-03,37183224984,0,5,Promoter,0,270,0,0,1,1,0,0,0,0,0,270.0,0.0,0.0,0.0,0.0,2025
6540085080,131725451,2022-03-01,2023-04-11,,1,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
7773950565,170286851,2022-02-23,2023-03-24,11188945553,0,5,Promoter,0,556.31,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
18378621837,342680351,2024-06-27,2025-06-20,,1,-1,,0,0,0,249,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2025
15374954525,126291251,2023-12-06,2024-07-04,,1,-1,,1,815.92,227.7,199,4,0,0,0,0,1,0,0.0,0.0,0.0,0.0,815.92,2024
18917507138,463610301,2024-08-09,2025-01-25,,1,-1,,1,940.92,0,249,5,1,0,0,0,0,0,940.9200000000001,0.0,0.0,0.0,0.0,2025
20166258449,29263970095,2024-06-27,2025-06-27,30843253854,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
22989701962,51049274006,2024-11-13,2025-11-12,,1,5,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
31214904916,460525101,2025-01-31,2025-08-16,38423454357,0,-1,,0,0,49.92,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
19074355352,220432051,2024-07-24,2025-02-24,,1,5,Promoter,0,318.75,0,249,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
8904168288,230303151,2022-06-24,2023-01-30,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
29577375748,80418269193,2024-12-20,2025-12-22,,1,-1,,0,1350,0,249,9,1,0,0,0,0,0,1350.0,0.0,0.0,0.0,0.0,2025
5331966869,72342201,2021-07-19,2022-07-26,,1,-1,,0,0,0,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
23315731235,409970851,2025-04-04,2025-10-05,,1,-1,,0,1468.75,0,0,20,1,1,1,0,0,0,348.75,470.0,650.0,0.0,0.0,2025
33949108483,25651202865,2025-05-22,2025-11-06,47248777819,0,-1,,0,55,0,0,5,0,0,0,1,0,0,0.0,0.0,0.0,55.0,0.0,2025
7724344098,168708951,2022-02-16,2023-02-16,11673553321,0,-1,,0,346.45,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
16441268561,540198701,2024-01-16,2025-01-22,31591829598,0,-1,,0,189.41,0,0,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,189.41,2025
6020197897,109407251,2021-09-30,2022-09-30,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
14185732400,465137001,2023-08-14,2024-08-13,,1,-1,,0,1321.25,0,249,5,0,1,0,0,1,0,0.0,500.0,0.0,0.0,821.25,2024
3305408641,23229201,2020-12-11,2022-03-09,6953903125,0,-1,,0,1370.78,0,0,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
8183107157,53978551,2022-04-25,2023-10-31,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
20860700449,535941101,2024-08-02,2025-02-02,31613793050,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
10103673151,281821251,2022-10-07,2023-04-03,,1,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13655797841,272041302,2023-08-29,2024-03-29,,1,2,Detractor,0,0,148.4,249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
18659255872,406483551,2024-05-06,2025-07-31,,1,-1,,1,170,0,249,2,1,0,0,1,0,0,145.0,0.0,0.0,25.0,0.0,2025
29553842062,79262074239,2024-12-09,2025-12-30,44932681608,0,1,Detractor,0,650,0,0,4,1,0,0,0,0,0,650.0,0.0,0.0,0.0,0.0,2025
10302065926,297721801,2022-10-06,2023-04-06,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
16861636686,551777101,2024-02-16,2025-03-06,,1,-1,,0,2239.04,430,249,11,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2096.85,2025
8995716156,76039601,2022-07-26,2023-07-25,13336444470,0,-1,,0,350,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
29806683758,53468333421,2025-05-26,2025-11-03,43490459175,0,-1,,0,1000,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1000.0,2025
21298270111,43837291836,2024-08-19,2025-08-20,,1,-1,,0,730,0,249,6,1,0,0,1,0,0,240.0,0.0,0.0,110.0,0.0,2025
10354148617,131131701,2022-12-06,2023-06-16,13043599442,0,-1,,0,386.18,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12459006981,408428152,2023-04-01,2024-03-25,,1,-1,,1,200,0,249,2,1,0,0,0,0,0,200.0,0.0,0.0,0.0,0.0,2024
9053749083,130620951,2022-11-30,2023-11-30,15324236354,0,1,Detractor,0,1561.31,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11074237050,337426901,2022-12-13,2023-03-14,,1,-1,,0,230,0,0,9,1,0,1,0,0,0,260.0,0.0,120.0,0.0,0.0,2023
21177775419,146881051,2025-02-23,2025-12-22,,1,-1,,0,3268.04,0,0,10,1,0,0,0,1,0,200.73,0.0,0.0,0.0,2567.31,2025
7874440529,122858551,2022-04-14,2022-10-14,9952810146,0,5,Promoter,0,200,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
4768575286,50859651,2021-04-20,2022-04-13,,1,-1,,0,500,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
6732026260,138800301,2021-11-22,2022-02-24,,1,-1,,0,500,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
20901878815,464398501,2024-08-27,2025-08-28,,1,-1,,0,365,0,249,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
6757873737,138714901,2021-11-17,2022-05-19,,1,-1,,0,260,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
11719391850,376437301,2023-01-27,2024-01-18,,1,-1,,0,1491.46,688.14,199,7,1,0,0,0,0,1,1327.11,0.0,0.0,0.0,0.0,2024
13285335862,411538251,2023-06-02,2024-05-31,,1,-1,,0,0,0,249,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
12883048539,422725651,2023-04-21,2024-03-11,17432428602,0,5,Promoter,0,650,0,249,5,1,0,1,0,0,0,150.0,0.0,500.0,0.0,0.0,2024
5434850168,65627710,2021-07-06,2022-07-06,6992639335,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
22017490792,479062751,2024-10-15,2025-10-27,41648773203,0,-1,,0,1000,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
19820517427,290489101,2024-07-15,2025-07-22,36819654450,0,5,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
10275209650,109443101,2022-10-11,2024-01-16,,1,-1,,1,700,2329.92,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
14892180597,453519751,2023-12-01,2024-12-01,22860896894,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
15690954611,510804201,2023-11-24,2024-11-29,,1,1,Detractor,0,1966.66,0,249,13,1,1,1,0,1,0,622.5,150.0,31.6,0.0,923.46,2024
8229704783,62471051,2022-05-25,2023-05-25,12350800930,0,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
14357220962,430694151,2023-08-03,2024-08-02,20650989678,0,-1,,0,0,4113.75,0,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
14588149310,12022751,2023-09-20,2024-09-19,21836714827,0,-1,,0,330,0,0,11,0,0,0,0,1,0,0.0,0.0,0.0,0.0,330.0,2024
28520864866,6991447054,2024-11-06,2025-11-26,42677442383,0,-1,,0,110,0,0,9,1,0,0,0,0,0,110.0,0.0,0.0,0.0,0.0,2025
11241454418,346525351,2023-01-23,2024-02-24,17236882517,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
5719310146,92724201,2021-09-07,2022-09-06,,1,5,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
17956664167,598370651,2024-03-21,2025-03-19,,1,-1,,0,150.95,0,249,2,1,0,0,0,1,0,75.0,0.0,0.0,0.0,75.95,2025
20705724267,28566400258,2024-08-23,2025-08-21,,1,-1,,0,0,0,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
11625973383,262505551,2023-02-03,2024-02-26,,1,-1,,0,0,73.84,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
17918295983,510977701,2024-03-22,2025-04-04,,1,-1,,0,0,122.5,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
13469878086,447036151,2023-06-13,2024-06-17,,1,-1,,1,500,1914,249,5,0,0,1,0,0,0,0.0,0.0,500.0,0.0,0.0,2024
11949919609,360326701,2023-04-11,2024-05-07,,1,4,Promoter,0,0,0,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
15314353709,500604851,2023-10-13,2024-10-28,,1,-1,,0,444.7,0,249,4,1,0,0,0,0,1,150.0,0.0,0.0,0.0,0.0,2024
5344897664,69063851,2021-06-21,2022-07-15,,1,-1,,0,650,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
34648631624,106048909334,2025-04-25,2025-10-22,,1,1,Detractor,0,2855.04,46.48,249,8,1,0,0,0,0,0,270.0,0.0,0.0,0.0,0.0,2025
28891297942,76303571770,2024-12-02,2025-09-08,40289667886,0,5,Promoter,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
17852459284,254108601,2024-04-18,2024-08-09,,1,-1,,0,225,0,249,4,0,0,0,1,0,0,0.0,0.0,0.0,225.0,0.0,2024
18355712663,7274791552,2024-04-10,2025-04-10,32285348395,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
5430310207,61215151,2021-06-29,2022-07-29,8662563408,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
7610353004,166991901,2022-05-24,2023-05-30,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
5866253877,74364351,2021-08-09,2022-03-08,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
19752762987,22273170270,2024-07-22,2025-07-23,,1,-1,,0,150,0,249,7,0,1,0,0,0,0,0.0,150.0,0.0,0.0,0.0,2025
10692785994,106092451,2023-02-14,2023-08-31,13167517614,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
12046685817,390754301,2023-02-22,2023-04-13,,1,-1,,0,270,0,0,2,1,0,0,0,0,0,420.0,0.0,0.0,0.0,0.0,2023
14829681962,415430751,2023-09-25,2024-03-19,21898141463,0,-1,,0,3707.5,0,0,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
19378646441,21460651788,2024-06-21,2025-06-22,38408968522,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
11370859355,163124051,2023-02-14,2024-03-28,,1,-1,,0,0,0,199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
8374916957,204563851,2022-04-29,2023-05-03,12898980687,0,5,Promoter,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
29052380417,72737218858,2024-12-10,2025-11-25,45048045075,0,-1,,0,220,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
11083812894,130427402,2022-12-10,2023-12-21,,1,-1,,0,53,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11025581096,337849551,2022-12-12,2023-12-14,,1,-1,,1,500,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
17546080779,472481301,2024-03-18,2025-03-19,,1,-1,,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
5381143584,77445201,2021-06-16,2022-06-10,,1,-1,,0,301.69,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
2966424396,18375601,2020-12-09,2022-01-10,7421194574,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
5534093213,59204158,2021-07-28,2022-07-29,,1,-1,,0,1250,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
6608813359,16425101,2022-01-11,2023-01-11,,1,-1,,0,1784.16,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
21047323319,43375491505,2024-08-27,2025-08-28,39887067911,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
22309839432,54457918563,2024-09-26,2025-10-10,42026650022,0,-1,,0,0,130.25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
13505441402,405297301,2023-06-14,2024-11-08,31718031202,0,-1,,0,0,1438.88,249,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
21043745134,40972605198,2024-08-06,2025-08-06,,1,1,Detractor,0,1201.09,0,249,4,1,1,0,0,0,0,1091.09,110.0,0.0,0.0,0.0,2025
19032591966,565711603,2024-05-10,2025-05-16,,1,-1,,0,127.78,202.23,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
17235147040,393196701,2024-03-01,2024-09-03,21229098402,0,-1,,0,823.35,0,0,8,1,0,0,1,0,0,673.3499999999999,0.0,0.0,150.0,0.0,2024
28743867678,74691390889,2024-11-19,2025-11-18,41126017082,0,1,Detractor,0,230.05,0,0,2,1,0,0,0,0,0,230.05,0.0,0.0,0.0,0.0,2025
5920399661,47214307,2022-01-13,2023-02-13,11233973563,0,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
22746142251,62570872370,2024-11-15,2025-11-15,42419021962,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
22201391976,404936501,2024-09-27,2025-09-29,,1,-1,,0,3630,0,249,8,1,1,0,0,0,0,930.0,2700.0,0.0,0.0,0.0,2025
10537373830,292742951,2022-10-26,2023-11-06,,1,-1,,0,580,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
3546451470,28828001,2021-03-01,2022-03-01,,1,-1,,0,200,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
11566837671,363888601,2023-02-06,2024-03-07,17425409384,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
13974908474,270105401,2023-09-12,2023-10-10,15312188260,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9789761835,274471201,2022-08-26,2023-08-28,14486197900,0,-1,,0,128.74,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
16327672737,340550951,2023-12-22,2024-09-23,,1,-1,,0,0,0,199,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
21665173420,235182251,2024-10-05,2024-12-09,29048176925,0,-1,,0,1240,0,0,4,1,0,0,0,0,0,140.0,0.0,0.0,0.0,0.0,2024
4744765480,50464051,2021-04-06,2022-04-07,7973858976,0,-1,,0,890,0,0,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
18261280552,479106651,2024-06-18,2025-06-23,,1,-1,,0,1288.56,367.62,249,9,0,1,0,0,1,0,0.0,120.0,0.0,0.0,1168.56,2025
11024348795,250525801,2023-01-11,2023-07-28,12946464308,0,-1,,0,213.75,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
13241905187,241702751,2023-06-27,2024-06-26,,1,4,Promoter,0,0,0,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
11047474840,337976301,2022-12-02,2024-01-17,,1,-1,,0,212.03,144.34,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
11832499012,381956502,2023-02-14,2024-02-08,,1,-1,,0,30,0,199,6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2024
8015860145,88272301,2022-04-06,2022-10-06,,1,4,Promoter,0,550,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
4654396301,48106301,2021-05-21,2022-05-30,8938123290,0,-1,,0,350,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
11942245922,378396751,2023-02-13,2025-04-04,,1,-1,,0,3556.38,0,249,16,1,0,0,1,1,1,1090.1999999999998,0.0,0.0,375.0,1715.28,2025
13071331656,424359301,2023-06-05,2024-06-05,,1,5,Promoter,0,0,897.12,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
5840613265,97589551,2021-10-15,2022-04-08,13260692394,0,-1,,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
21021358347,42871126609,2024-08-22,2025-08-22,30859106578,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
15279747174,162550501,2023-12-01,2024-11-25,,1,-1,,0,875,35.1,249,4,1,0,0,0,0,1,795.0,0.0,0.0,0.0,0.0,2024
4542986787,118340901,2021-04-06,2022-01-13,,1,-1,,0,624.61,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
8990022835,234458551,2022-06-15,2023-01-23,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
28926024526,76663090746,2024-11-21,2025-11-22,46577472109,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
11234312779,244223751,2023-01-20,2024-02-16,,1,-1,,0,183.75,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
20637662730,409841101,2024-07-22,2025-06-27,34685116965,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
36364172568,117435863617,2025-05-22,2025-12-02,,1,-1,,0,96,0,249,11,1,0,0,0,0,0,96.0,0.0,0.0,0.0,0.0,2025
18955115696,397231804,2024-06-18,2024-11-21,,1,-1,,0,0,0,249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
35744276136,113922154347,2025-04-18,2025-10-02,40629637645,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
21267454890,47328987222,2024-08-30,2025-08-31,41571758673,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
20606381916,81820751,2024-08-27,2025-08-29,,1,-1,,0,0,0,249,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
4126597758,39704451,2021-04-06,2022-04-29,,1,1,Detractor,0,31.14,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
13795449692,453199751,2023-07-10,2023-08-10,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
11740843622,201925951,2023-02-10,2024-02-05,17044461570,0,-1,,0,0,186.88,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
9591386924,10833651,2022-08-23,2023-09-24,14862121400,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
21868815718,165532862220,2025-06-06,2025-12-06,47743132943,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
32672231583,95020212649,2025-02-18,2025-09-18,,1,-1,,0,1050,0,249,5,1,0,0,0,0,0,1050.0,0.0,0.0,0.0,0.0,2025
11740828557,40769051,2023-03-10,2023-09-08,13823156537,0,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
9133735289,174012801,2022-08-24,2023-02-24,11588868142,0,-1,,0,1551,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
5338687796,74469001,2021-07-26,2022-07-28,,1,-1,,0,1000,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
6268925782,86071351,2021-10-12,2022-11-18,,1,-1,,0,500,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
13048696116,428885301,2023-05-22,2023-11-22,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
17387122734,93472801,2024-04-22,2024-09-18,21157621173,0,-1,,0,250,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
9171537537,241622301,2022-07-01,2024-07-02,,1,-1,,0,0,29,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
22773193251,377389851,2024-11-08,2025-11-09,42931271959,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
48152257162,170700858013,2025-11-10,2025-12-23,,1,-1,,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
5772643376,95058501,2021-08-04,2022-02-04,7283834170,0,-1,,0,120,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
7684137476,52355801,2022-04-21,2023-10-13,14079148900,0,-1,,0,1765,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
21513570435,48751510882,2024-09-09,2025-04-10,,1,-1,,0,605.37,0,249,5,0,0,0,0,1,0,0.0,0.0,0.0,0.0,605.37,2025
13702437984,426471101,2023-08-21,2024-09-26,,1,-1,,0,115.82,0,249,3,0,0,0,0,1,0,0.0,0.0,0.0,0.0,115.82,2024
6620690800,135430851,2021-11-19,2022-11-16,,1,-1,,0,1300,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
10819207006,325207251,2022-11-15,2024-11-26,23382665577,0,1,Detractor,1,1400.28,0,0,5,0,0,0,1,1,0,0.0,0.0,0.0,75.0,1325.28,2024
7346168405,161274701,2022-02-01,2022-07-31,8856253550,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
11699855399,375031851,2023-02-08,2023-11-08,15303927447,0,5,Promoter,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
15404722517,504261651,2023-10-17,2024-02-08,,1,-1,,0,0,0,249,2,0,0,0,1,0,0,0.0,0.0,0.0,50.0,0.0,2024
12561114478,412052851,2023-05-23,2023-08-10,14531570744,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2023
15957855236,521033251,2024-01-26,2025-03-12,28987963565,0,2,Detractor,0,412.5,0,0,3,1,0,0,0,0,0,367.5,0.0,0.0,0.0,0.0,2025
11623972518,356840651,2023-01-31,2024-01-31,16817894018,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2024
18712286115,11875738186,2024-05-07,2025-05-08,,1,1,Detractor,0,271.31,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
21796590476,287346101,2024-09-12,2025-09-09,,1,1,Detractor,0,6405,656.54,249,10,1,0,0,0,0,0,853.92,0.0,0.0,0.0,0.0,2025
7922040658,176212051,2022-03-01,2022-08-31,,1,4,Promoter,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
10854808337,327806601,2022-12-22,2023-12-19,,1,-1,,0,766.78,16.8,199,6,1,1,0,0,1,0,391.83,80.0,0.0,0.0,294.95,2023
6580675338,133732301,2021-11-25,2022-11-29,,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
29607772719,404703003,2024-12-10,2025-02-26,,1,-1,,0,2348.53,0,249,4,1,1,0,0,0,0,784.3,120.0,0.0,0.0,0.0,2025
19164223893,18918960200,2024-05-21,2025-05-21,,1,-1,,0,0,0,249,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
8175384947,191899851,2022-03-17,2022-12-13,,1,-1,,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022
16122209903,459696101,2024-02-06,2025-02-06,21341137847,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2025
