subscription_id,damage_type,damage_category,invoiced_amount
28299761565,,,0.0
28299761565,,,0.0
28299761565,,,0.0
28299761565,,,0.0
28299761565,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
23109587605,,,0.0
22989910456,,,0.0
22989910456,,,0.0
22989910456,,,0.0
22989910456,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23105679988,,,0.0
23097764674,,,0.0
23097764674,,,0.0
23097764674,,,0.0
23097764674,,,0.0
23097764674,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23098262018,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23058294534,,,0.0
23219055677,,,0.0
23219055677,,,0.0
23219055677,,,0.0
23219055677,,,0.0
23219055677,,,0.0
23219055677,,,0.0
23098263448,,,0.0
23098263448,,,0.0
23098263448,,,0.0
23098263448,,,0.0
28706323236,,,0.0
28706323236,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
29105599907,,,0.0
28539391318,,,0.0
29314779504,,,0.0
29314779504,,,0.0
29314779504,,,0.0
23002494534,,,0.0
23002494534,,,0.0
23002494534,,,0.0
23002494534,,,0.0
23002494534,,,0.0
23002494534,,,0.0
23002494534,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28276000655,,,0.0
28552279298,,,0.0
28552279298,,,0.0
28552279298,,,0.0
28552279298,,,0.0
28552279298,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
21513794683,,,0.0
29313933105,,,0.0
29313933105,,,0.0
29313933105,,,0.0
29313933105,,,0.0
29118104227,,,0.0
29118104227,,,0.0
29118104227,,,0.0
28516989303,,,0.0
28516989303,,,0.0
28516989303,,,0.0
28516989303,,,0.0
28516989303,,,0.0
28697892487,,,0.0
28697892487,,,0.0
28697892487,,,0.0
28697892487,,,0.0
22825658899,,,0.0
22825658899,,,0.0
22825658899,,,0.0
22825658899,,,0.0
22825658899,,,0.0
22825658899,,,0.0
22825658899,,,0.0
23397721638,,,0.0
23397721638,,,0.0
29212026655,,,0.0
29212026655,,,0.0
29212026655,,,0.0
23297043989,,,0.0
23297043989,,,0.0
23297043989,,,0.0
28356907672,,,0.0
28356907672,,,0.0
28356907672,,,0.0
28356907672,,,0.0
28762524542,,,0.0
28762524542,,,0.0
28762524542,,,0.0
28762524542,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
28863537678,,,0.0
29250566308,,,0.0
29250566308,,,0.0
29250566308,,,0.0
29250566308,,,0.0
23312199307,,,0.0
23312199307,,,0.0
23312199307,,,0.0
23312199307,,,0.0
23312199307,,,0.0
23312199307,,,0.0
23319255875,,,0.0
31743046814,,,0.0
31743046814,,,0.0
31743046814,,,0.0
31743046814,,,0.0
31743046814,,,0.0
28704708787,,,0.0
28704708787,,,0.0
28704708787,,,0.0
28704708787,,,0.0
28704708787,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
31615026264,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
28428640582,,,0.0
29543250561,,,0.0
29543250561,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
23108403065,,,0.0
28215225647,,,0.0
28215225647,,,0.0
28215225647,,,0.0
23363907398,,,0.0
23363907398,,,0.0
29617502566,,,0.0
29617502566,,,0.0
29617502566,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28546095005,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
28998829888,,,0.0
29116357928,,,0.0
29116357928,,,0.0
23266470233,,,0.0
23266470233,,,0.0
23266470233,,,0.0
23266470233,,,0.0
23266470233,,,0.0
29168731047,,,0.0
29168731047,,,0.0
29168731047,,,0.0
23271560452,,,0.0
23271560452,,,0.0
23271560452,,,0.0
23271560452,,,0.0
23271560452,,,0.0
28352991900,,,0.0
28352991900,,,0.0
28352991900,,,0.0
28352991900,,,0.0
28781612878,,,0.0
28781612878,,,0.0
29454538118,,,0.0
29454538118,,,0.0
29454538118,,,0.0
23133127044,,,0.0
23133127044,,,0.0
23133127044,,,0.0
23133127044,,,0.0
23099007497,,,0.0
22775193925,,,0.0
22775193925,,,0.0
22775193925,,,0.0
22775193925,,,0.0
22775193925,,,0.0
22775193925,,,0.0
7402769733,,,100.0
7865184862,,,220.33
7865184862,,,139.98
7865184862,,,139.98
8030835228,,,337.8
8030835228,,,337.8
8030835228,,,500.0
8030835228,,,337.8
8537063467,,,121.62
8537063467,,,500.0
8537063467,,,100.0
5612828786,,,500.0
5612828786,,,0.0
5612828786,,,73.0
3960295795,,,500.0
3960295795,,,0.0
3960295795,,,66.63
3960295795,,,500.0
3960295795,,,500.0
3960295795,,,0.0
3960295795,,,340.31
3960295795,,,120.0
3960295795,,,120.0
3960295795,,,120.0
4068756290,,,224.0
4068756290,,,120.0
4068756290,,,120.0
9542604705,,,50.0
9542604705,,,500.0
9826708903,,,141.47
9315929115,,,196.87
9315929115,,,500.0
9289950896,,,500.0
9289950896,,,135.25
9289950896,,,50.0
9289950896,,,80.0
9289950896,,,50.0
3581417848,,,66.63
3581417848,,,161.22
3581417848,,,155.4
3581417848,,,467.14
3531937659,,,500.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,208.25
3531937659,,,64.13
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,228.91
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,0.0
3531937659,,,299.41
3531937659,,,0.0
3940107431,,,0.0
3940107431,,,0.0
3940107431,,,500.0
3940107431,,,0.0
3940107431,,,120.0
9444281498,,,80.0
9332554658,,,50.0
9332554658,,,59.12
9332554658,,,50.0
9332554658,,,50.0
6786016006,,,453.96
6786016006,,,217.23
6786016006,,,453.96
6786016006,,,453.96
4281110914,,,0.0
4580367023,,,0.0
4580367023,,,120.0
4580367023,,,80.0
9951140108,,,50.0
9951140108,,,500.0
9951140108,,,0.0
9951140108,,,500.0
9951140108,,,103.39
4504690755,,,0.0
4504690755,,,458.19
4788601486,,,183.98
4788601486,,,80.0
4788601486,,,0.0
4788601486,,,0.0
4788601486,,,0.0
4788601486,,,0.0
4175709512,,,120.0
4175709512,,,120.0
4175709512,,,0.0
4175709512,,,120.0
9615265963,,,0.0
9615265963,,,0.0
9822126219,,,0.0
9904086043,,,0.0
9904086043,,,140.25
9904086043,,,140.25
9767198845,,,141.47
9767198845,,,141.47
5181442930,,,50.0
5181442930,,,0.0
5181442930,,,0.0
5181442930,,,500.0
5181442930,,,0.0
5181442930,,,80.0
5181442930,,,140.25
4043002326,,,0.0
4043002326,,,163.3
4043002326,,,0.0
4043002326,,,0.0
4043002326,,,453.81
4043002326,,,0.0
4043002326,,,453.81
4043002326,,,60.0
4043002326,,,500.0
4043002326,,,500.0
4043002326,,,80.0
4043002326,,,0.0
3857990925,,,0.0
3857990925,,,80.0
3857990925,,,100.0
10290346590,,,100.0
10290346590,,,0.0
10290346590,,,100.0
10290346590,,,0.0
10290346590,,,100.0
9483326500,,,143.49
9483326500,,,143.49
5119208829,,,0.0
5295870775,,,0.0
5295870775,,,500.0
5295870775,,,50.0
5175784307,,,0.0
5175784307,,,80.0
11727927934,,,1151.06
11727927934,,,0.0
11727927934,,,50.0
5237687946,,,50.0
5237687946,,,0.0
5237687946,,,80.0
5237687946,,,100.0
5199636043,,,500.0
5199636043,,,0.0
5199636043,,,500.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,150.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,208.25
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,50.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,50.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,0.0
5199636043,,,208.25
5199636043,,,0.0
5199636043,,,150.0
5095936607,,,0.0
5434459725,,,100.0
5434459725,,,100.0
5434459725,,,100.0
5434459725,,,100.0
5434459725,,,140.21
5434459725,,,0.0
5232913202,,,50.0
5232913202,,,0.0
5232913202,,,25.14
5239830191,,,0.0
5239830191,,,0.0
5239830191,,,0.0
5239830191,,,0.0
5352060817,,,0.0
5352060817,,,0.0
5385841462,,,0.0
5385841462,,,197.13
5110168230,,,50.0
5110168230,,,481.27
5037435242,,,50.0
5037435242,,,0.0
5037435242,,,482.2
5037435242,,,500.0
5037435242,,,0.0
5037435242,,,0.0
5418522040,,,80.0
5418522040,,,0.0
5418522040,,,0.0
5418522040,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
5331966869,,,0.0
7242564430,,,150.0
7242564430,,,229.7
7242564430,,,100.0
7242564430,,,50.0
5524813982,,,150.0
5524813982,,,80.0
5524813982,,,0.0
5444604173,,,0.0
5444604173,,,468.8
5444604173,,,468.8
5444604173,,,45.0
5444604173,,,0.0
7914618534,,,500.0
7914618534,,,500.0
7914618534,,,0.0
7914618534,,,0.0
7914618534,,,100.0
5508005179,,,0.0
5508005179,,,25.0
5508005179,,,0.0
5508005179,,,0.0
5360070058,,,0.0
5360070058,,,0.0
5360070058,,,0.0
5732935171,,,500.0
5732935171,,,500.0
5732935171,,,0.0
5615671378,,,23.03
5615671378,,,0.0
5615671378,,,486.45
5542224436,,,500.0
5542224436,,,0.0
5542224436,,,500.0
5542224436,,,500.0
5542224436,,,150.0
5237508699,,,500.0
5237508699,,,500.0
5237508699,,,0.0
5237508699,,,500.0
5574949217,,,0.0
5620196352,,,500.0
5620196352,,,0.0
5620196352,,,50.0
5620196352,,,500.0
5620196352,,,100.0
5620196352,,,122.75
5620196352,,,0.0
5620196352,,,50.0
5932699166,,,500.0
5932699166,,,0.0
5932699166,,,0.0
5932699166,,,0.0
5932699166,,,500.0
5737104672,,,0.0
5737104672,,,0.0
5737104672,,,0.0
11267350656,,,0.0
11267350656,,,0.0
5292482988,,,500.0
5292482988,,,466.6
5292482988,,,466.6
5292482988,,,0.0
5608711488,,,0.0
5867761161,,,500.0
5867761161,,,0.0
5867761161,,,0.0
5867761161,,,0.0
5867761161,,,50.0
5867761161,,,150.0
5867761161,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,100.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,0.0
6030605330,,,80.0
6030605330,,,0.0
5882257196,,,500.0
5882257196,,,0.0
5882257196,,,0.0
5861358371,,,0.0
5861358371,,,100.0
5861358371,,,50.0
5861358371,,,0.0
5861358371,,,100.0
5607927821,,,0.0
5607927821,,,500.0
5607927821,,,500.0
5614851956,,,500.0
5614851956,,,0.0
6116600983,,,500.0
6116600983,,,500.0
6116600983,,,500.0
6116600983,,,0.0
6116600983,,,500.0
6116600983,,,466.3
6116600983,,,455.37
5859844697,,,100.0
5859844697,,,0.0
5859844697,,,0.0
5847996422,,,88.94
5847996422,,,0.0
5847996422,,,37.88
5847996422,,,0.0
5847996422,,,92.71
5847996422,,,0.0
5740903262,,,0.0
5740903262,,,500.0
5866843506,,,500.0
5866843506,,,0.0
5866843506,,,66.63
5866843506,,,470.8
5866843506,,,462.47
5866843506,,,0.0
5866843506,,,222.66
5866843506,,,0.0
5866843506,,,500.0
5866843506,,,0.0
5866843506,,,500.0
5866843506,,,0.0
5866843506,,,470.8
5866843506,,,20.0
5866843506,,,133.25
5866843506,,,470.8
5975740507,,,0.0
5975740507,,,0.0
6083922455,,,500.0
6083922455,,,500.0
6083922455,,,0.0
6083922455,,,500.0
5813088423,,,484.7
5813088423,,,484.7
5813088423,,,0.0
7930267001,,,147.61
7930267001,,,0.0
6044348857,,,0.0
6044348857,,,0.0
5892187480,,,0.0
5892187480,,,0.0
5892187480,,,500.0
5892187480,,,500.0
5892187480,,,500.0
5892187480,,,0.0
6047352329,,,0.0
6047352329,,,0.0
6047352329,,,0.0
5989522862,,,0.0
5989522862,,,250.0
6292556980,,,0.0
5692956285,,,500.0
5692956285,,,127.94
5692956285,,,363.18
5692956285,,,50.0
5692956285,,,0.0
5692956285,,,0.0
5692956285,,,127.94
5933434183,,,100.0
5933434183,,,0.0
6257378829,,,0.0
6289421849,,,500.0
6289421849,,,0.0
6074587058,,,500.0
6074587058,,,120.42
6074587058,,,500.0
6074587058,,,500.0
6548898940,,,0.0
6251863362,,,0.0
6251863362,,,0.0
6251863362,,,300.0
6129254986,,,500.0
6129254986,,,0.0
6129254986,,,500.0
6065578298,,,0.0
6065578298,,,168.81
6065578298,,,500.0
6065578298,,,500.0
6065578298,,,500.0
6065578298,,,500.0
6119820699,,,500.0
6119820699,,,190.7
6119820699,,,500.0
6119820699,,,350.96
6119820699,,,500.0
6298797068,,,0.0
6298797068,,,300.0
5847392931,,,150.0
5847392931,,,0.0
5847392931,,,100.0
5847392931,,,100.0
5847392931,,,0.0
5847392931,,,100.0
6273110120,,,320.0
6273110120,,,320.0
6273110120,,,0.0
6346582626,,,472.01
6346582626,,,250.0
6346582626,,,472.01
6346582626,,,250.0
6346582626,,,50.0
6346582626,,,472.01
6346582626,,,156.92
6346582626,,,0.0
6346582626,,,250.0
6346582626,,,148.07
6659134225,,,500.0
6659134225,,,500.0
6659134225,,,476.51
6659134225,,,187.2
6659134225,,,476.51
6659134225,,,476.51
6659134225,,,476.51
6525464858,,,0.0
6525464858,,,100.0
6179656003,,,0.0
6179656003,,,500.0
6179656003,,,50.0
6179656003,,,500.0
6179656003,,,103.25
7195286643,,,123.0
7195286643,,,500.0
7195286643,,,50.0
7195286643,,,500.0
7195286643,,,123.0
8554705544,,,154.98
8554705544,,,100.0
8554705544,,,100.0
8554705544,,,50.0
8554705544,,,500.0
8554705544,,,100.0
7941614001,,,119.24
7949347218,,,141.62
7941564474,,,150.0
7941564474,,,87.2
7941564474,,,100.0
8789487529,,,105.31
8789487529,,,50.0
8789487529,,,68.48
8789487529,,,281.5
8789487529,,,105.31
8789487529,,,500.0
8781725717,,,103.25
8807815040,,,500.0
8945454853,,,100.0
8987445433,,,112.97
10117582366,,,50.0
9003974783,,,0.0
9003974783,,,100.0
9003974783,,,108.49
9003974783,,,50.0
9003974783,,,50.0
9423520155,,,0.0
9423520155,,,143.47
9423520155,,,93.05
8998136612,,,50.0
8998136612,,,50.0
8998136612,,,500.0
8998136612,,,500.0
7852215690,,,100.0
7852215690,,,50.0
7852215690,,,129.36
7852215690,,,129.36
7852215690,,,129.36
9216181035,,,0.0
9216181035,,,0.0
9456470684,,,0.0
9456470684,,,500.0
9487652710,,,0.0
9487652710,,,100.0
9487652710,,,0.0
9487652710,,,0.0
9487652710,,,80.0
9662362480,,,0.0
9662362480,,,50.0
9662362480,,,0.0
10114616370,,,0.0
10114616370,,,250.0
10114616370,,,500.0
10114616370,,,0.0
10114616370,,,0.0
10675339574,,,50.0
10468512105,,,0.0
10468512105,,,0.0
10468512105,,,0.0
10468512105,,,150.0
11543263638,,Sonstige,0.0
11237784478,,,0.0
11237784478,,,0.0
11237784478,,,0.0
11237784478,,,0.0
14247704133,,Sonstige,0.0
13524558173,,Sonstige,0.0
16036509275,,Sonstige,0.0
15971528838,,Sonstige,0.0
17632570964,,Sonstige,0.0
16787129684,,Sonstige,0.0
22155995218,,Sonstige,0.0
28745137464,,Sonstige,0.0
23251447616,,,0.0
23251447616,,Sonstige,274.41
23251447616,,Sonstige,0.0
29777712547,,Sonstige,0.0
31411010106,,Sonstige,276.35
28578215291,,Sonstige,0.0
29669601207,,Sonstige,0.0
21531757662,,Sonstige,0.0
22936130464,,Sonstige,0.0
31152245038,,Sonstige,0.0
31373379884,,Sonstige,0.0
33317853472,,Sonstige,0.0
32714129542,,Sonstige,0.0
33357246041,,Sonstige,0.0
35273281961,,Sonstige,0.0
41125273144,,Sonstige,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,132.5
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,50.0
3542474793,,,0.0
3542474793,,,65.0
3542474793,,,0.0
3542474793,,,0.0
3542474793,,,0.0
3563905285,,,100.09
3563905285,,,500.0
3563905285,,,192.31
3563905285,,,100.09
3563905285,,,500.0
3563905285,,,500.0
6756003500,,,342.07
6756003500,,,0.0
6756003500,,,500.0
6630458784,,,500.0
6630458784,,,80.0
6630458784,,,500.0
6630458784,,,100.0
6630458784,,,429.32
6630458784,,,408.6
6630458784,,,500.0
6766839181,,,500.0
6766839181,,,500.0
6766839181,,,50.0
6766839181,,,100.0
6766839181,,,412.54
6308836227,,,400.0
6308836227,,,100.0
6308836227,,,0.0
6308836227,,,350.0
7206391433,,,100.0
7206391433,,,100.0
7206391433,,,80.0
7206391433,,,50.0
7643356724,,,100.0
7248979602,,,500.0
7248979602,,,500.0
7248979602,,,500.0
8657512532,,,137.5
8657512532,,,137.5
8657512532,,,100.0
8844505633,,,20.0
7852077469,,,80.0
7852077469,,,470.0
8853462277,,,100.0
8853462277,,,80.0
8853462277,,,100.0
8853462277,,,80.0
8853462277,,,137.5
8853462277,,,470.0
8988353674,,,113.75
8988353674,,,60.0
9154401721,,,150.0
9154401721,,,37.5
9154401721,,,150.0
9521052511,,,300.0
9521052511,,,500.0
9521052511,,,500.0
9521052511,,,100.0
9521052511,,,500.0
9496763559,,,75.0
9496763559,,,150.0
9496763559,,,75.0
9496763559,,,80.0
9496763559,,,150.0
9496763559,,,50.0
9167036982,,,1076.05
9635216558,,,150.0
9635216558,,,0.0
9635216558,,,50.0
9635216558,,,0.0
9635216558,,,150.0
8796012879,,,500.0
8796012879,,,0.0
8796012879,,,0.0
8796012879,,,0.0
8796012879,,,50.0
9661096299,,,0.0
9661096299,,,50.0
9661096299,,,0.0
9661096299,,,0.0
9661096299,,,500.0
9661096299,,,0.0
9661096299,,,291.0
9661096299,,,500.0
9661096299,,,291.0
9661096299,,,150.0
9661096299,,,291.0
9662150813,,,145.5
9662150813,,,145.5
9662150813,,,465.6
9662150813,,,145.5
9573155111,,,132.0
9573155111,,,50.0
9573155111,,,500.0
9573155111,,,50.0
9573155111,,,0.0
9573155111,,,0.0
9573155111,,,30.0
9573155111,,,0.0
9573155111,,,132.0
9573155111,,,0.0
9644478035,,,80.0
9697662239,,,111.25
9208328203,,,0.0
9208328203,,,0.0
9208328203,,,0.0
9208328203,,,0.0
9429409720,,,0.0
9429409720,,,500.0
9429409720,,,0.0
9429409720,,,500.0
9749168815,,,225.0
9749168815,,,131.25
9953639963,,,500.0
9953639963,,,181.25
9953639963,,,0.0
9891002215,,,440.0
9891002215,,,440.0
9891002215,,,110.0
9891002215,,,150.0
9815343879,,,131.75
9815343879,,,0.0
9815343879,,,131.75
9815343879,,,0.0
9815343879,,,0.0
9815343879,,,730.0
9987034200,,,156.75
10148072512,,,0.0
10148072512,,,156.75
10148072512,,,0.0
9990700138,,,0.0
9990700138,,,0.0
10114849145,,,150.0
10114849145,,,120.0
10114849145,,,120.0
10029709737,,,120.0
9501275760,,,80.0
9501275760,,,25.0
9501275760,,,25.0
9945692209,,,0.0
9945692209,,,0.0
9945692209,,,115.25
9433374557,,,120.0
9433374557,,,80.0
9906702412,,,100.0
9451254348,,,135.0
10455795456,,,0.0
10455795456,,,500.0
10455795456,,,0.0
10455795456,,,60.0
10455795456,,,120.0
10483432738,,,0.0
10483432738,,,500.0
10483432738,,,120.0
10483432738,,,128.75
10905053462,,,120.0
10905053462,,,0.0
10905053462,,,0.0
10905053462,,,0.0
11369214330,,,120.0
11369214330,,,0.0
11369214330,,,0.0
11369214330,,,0.0
11455743914,,,0.0
11455743914,,,0.0
11455743914,,,0.0
11455743914,,,0.0
11455743914,,,0.0
11455743914,,,0.0
11455743914,,,142.5
11455743914,,,125.0
11170689351,,,80.0
11170689351,,,0.0
11233651733,,,0.0
11887670864,,,500.0
11887670864,,,0.0
11887670864,,,500.0
11887670864,,,60.0
11887670864,,,60.0
11887670864,,,0.0
11410190854,,,200.0
11410190854,,,120.0
11410190854,,,0.0
11333114718,,,151.25
11333114718,,,0.0
11933911201,,,80.0
9272314446,,,185.65
10208854558,,,143.49
10208854558,,,143.49
10208854558,,,143.49
8653884470,,,1310.44
8653884470,,,18.27
8653884470,,,477.8
8653884470,,,80.0
8653884470,,,697.07
10444323493,,,0.0
8993070008,,,131.9
8993070008,,,150.0
9270817845,,,100.0
9270817845,,,50.0
10285719092,,Sonstige,0.0
11260808566,,,0.0
11260808566,,,0.0
11260808566,,,100.0
11260808566,,,500.0
11260808566,,,213.2
11260808566,,,213.2
12973203631,,Sonstige,0.0
16321567848,,Sonstige,0.0
8537835920,,,60.0
8537835920,,,550.0
8537835920,,,860.0
8890061973,,,100.0
8890061973,,,50.0
8890061973,,,80.0
8965501554,,,50.0
8965501554,,,117.0
8965501554,,,100.0
8965501554,,,100.0
8965501554,,,200.5
8965501554,,,310.0
8965501554,,,100.0
8965501554,,,1568.88
8965501554,,,994.0
8965501554,,,390.0
8965501554,,,150.0
8965501554,,,200.5
8965501554,,,390.0
8965501554,,,100.0
8965501554,,,725.0
7794623878,,,150.0
8222282319,,,205.01
7404216344,,,100.0
7404216344,,,100.0
7404216344,,,100.0
7183489808,,,500.0
7183489808,,,100.0
7183489808,,,500.0
7183489808,,,500.0
7056180079,,,500.0
7056180079,,,250.0
7056180079,,,500.0
8182274330,,,165.54
8182274330,,,165.54
8182274330,,,165.54
7180669741,,,0.0
7180669741,,,0.0
8236680120,,,154.69
8236680120,,,100.0
8236680120,,,154.69
8352230471,,,150.0
8369267466,,,50.0
8364298596,,,150.0
8402066824,,,50.0
8830732895,,,500.0
8830732895,,,152.5
8830732895,,,500.0
8618227071,,,299.87
8618227071,,,152.68
8721430840,,,436.38
8624447663,,,50.0
8624447663,,,50.0
8624447663,,,500.0
8624447663,,,436.38
8593075534,,,100.0
8698597523,,,25.0
5447577116,,,500.0
5447577116,,,0.0
5427747140,,,500.0
5427747140,,,500.0
8756188560,,,100.0
8756188560,,,836.42
8756188560,,,165.54
8756188560,,,347.22
8756188560,,,491.61
8756188560,,,165.54
8756188560,,,500.0
8756188560,,,393.28
8756188560,,,436.38
8756188560,,,71.93
8756188560,,,100.0
5474961986,,,100.0
5474961986,,,100.0
5474961986,,,150.0
5413737610,,,17.79
5413737610,,,100.0
5386531332,,,500.0
5417448460,,,500.0
5417448460,,,107.06
5417448460,,,500.0
6587201326,,,110.08
6587201326,,,44.03
6587201326,,,12.5
8655220373,,,317.14
8655220373,,,50.0
8655220373,,,165.32
8655220373,,,427.76
8759720864,,,50.0
8759720864,,,288.2
8759720864,,,152.69
8759720864,,,152.66
8759720864,,,211.78
8759720864,,,50.0
8759720864,,,50.0
5496738105,,,0.0
5496738105,,,0.0
5511621290,,,0.0
5511621290,,,0.0
5511621290,,,0.0
5511621290,,,416.5
5511621290,,,0.0
5463923745,,,500.0
8887038356,,,164.22
8887038356,,,164.22
8887038356,,,164.22
8334776344,,,100.0
5415846523,,,0.0
5415846523,,,0.0
5415846523,,,50.0
5415846523,,,128.25
5415846523,,,500.0
5415846523,,,0.0
5572339239,,,0.0
5572339239,,,0.0
5633930276,,,0.0
5633930276,,,0.0
5633930276,,,500.0
5633930276,,,0.0
5633930276,,,75.6
5633930276,,,0.0
5571892739,,,500.0
5634653444,,,120.0
5634653444,,,120.0
5743287821,,,0.0
5743287821,,,0.0
5416686411,,,120.0
5685654941,,,39.98
5685654941,,,120.0
5685654941,,,66.63
5685654941,,,0.0
5685654941,,,120.0
5568175385,,,133.25
5448470583,,,150.0
5712881290,,,0.0
5712881290,,,0.0
5480978953,,,0.0
5772643376,,,120.0
5595241115,,,0.0
5809632949,,,0.0
5809632949,,,0.0
5809632949,,,0.0
5534012768,,,0.0
5673369640,,,0.0
5759209080,,,39.13
5759209080,,,58.69
5759209080,,,0.0
5759209080,,,19.57
5759209080,,,58.69
5705361497,,,0.0
5751040272,,,0.0
3992741138,,,0.0
3992741138,,,150.0
5813266007,,,500.0
5813266007,,,0.0
5813266007,,,0.0
5813266007,,,500.0
5813266007,,,500.0
5813266007,,,288.3
5813266007,,,500.0
5813266007,,,50.0
5802122259,,,94.5
5802122259,,,0.0
5685468688,,,0.0
5828148360,,,50.0
5614333774,,,0.0
5614333774,,,0.0
5614333774,,,0.0
5905250585,,,95.87
5896474977,,,0.0
5896474977,,,500.0
9590813535,,,100.0
9590813535,,,152.69
9590813535,,,500.0
9590813535,,,152.69
9590813535,,,500.0
9590813535,,,500.0
9590813535,,,50.0
9590813535,,,50.0
9590813535,,,100.0
9590813535,,,121.09
9590813535,,,50.0
9590813535,,,150.0
5453947519,,,150.0
5453947519,,,120.0
5788406682,,,0.0
4072853671,,,49.5
4072853671,,,500.0
4072853671,,,60.47
4072853671,,,150.0
5897706085,,,500.0
5897706085,,,500.0
9378671152,,,123.54
9378671152,,,100.0
